rank,lemma,PoS,freq,difficulty
11205,midwestern,j,3067.0,0.9040322580645161
11215,savage,n,3062.0,0.9048387096774193
11225,oriental,j,3059.0,0.9056451612903226
11235,staffing,n,3054.0,0.9064516129032258
11245,objectively,r,3049.0,0.907258064516129
11255,entree,n,3045.0,0.9080645161290323
11265,diarrhea,n,3040.0,0.9088709677419354
11275,countdown,n,3034.0,0.9096774193548387
11285,colonization,n,3028.0,0.910483870967742
11295,fume,n,3021.0,0.9112903225806451
11305,,j,3015.0,0.9120967741935484
11315,skate,n,3012.0,0.9129032258064517
11325,sarcasm,n,3009.0,0.9137096774193548
11335,cynicism,n,3005.0,0.914516129032258
11345,exploit,n,3002.0,0.9153225806451614
11355,caterpillar,n,2997.0,0.9161290322580645
11365,aboriginal,j,2994.0,0.9169354838709677
11375,bundle,v,2991.0,0.9177419354838711
11385,relativity,n,2988.0,0.9185483870967742
11395,safeguard,n,2984.0,0.9193548387096774
11405,furnishings,n,2978.0,0.9201612903225806
11415,chinese,n,2973.0,0.9209677419354839
11425,pimp,n,2971.0,0.9217741935483871
11435,fest,n,2966.0,0.9225806451612903
11445,relational,j,2961.0,0.9233870967741936
11455,holler,v,2956.0,0.9241935483870968
11465,receiving,j,2953.0,0.925
11475,intestine,n,2948.0,0.9258064516129032
11485,liturgy,n,2945.0,0.9266129032258065
11495,madden,v,2941.0,0.9274193548387097
11505,electronically,r,2938.0,0.9282258064516129
11515,artificially,r,2935.0,0.9290322580645162
11525,remedial,j,2929.0,0.9298387096774194
11535,renounce,v,2924.0,0.9306451612903226
11545,correctness,n,2917.0,0.9314516129032258
11555,earned,j,2911.0,0.9322580645161291
11565,assured,j,2908.0,0.9330645161290323
11575,contagious,j,2903.0,0.9338709677419355
11585,pink,n,2898.0,0.9346774193548388
11595,audible,j,2892.0,0.935483870967742
11605,adopted,j,2888.0,0.9362903225806452
11615,sulfur,n,2882.0,0.9370967741935483
11625,measurable,j,2878.0,0.9379032258064517
11635,oatmeal,n,2875.0,0.9387096774193548
11645,expend,v,2870.0,0.939516129032258
11655,westerner,n,2865.0,0.9403225806451612
11665,fitting,n,2862.0,0.9411290322580645
11675,hallucination,n,2856.0,0.9419354838709677
11685,walkway,n,2849.0,0.9427419354838709
11695,corroborate,v,2844.0,0.9435483870967742
11705,simulated,j,2840.0,0.9443548387096774
11715,modernist,j,2835.0,0.9451612903225806
11725,fuse,n,2830.0,0.9459677419354838
11735,backstage,r,2828.0,0.9467741935483871
11745,negate,v,2825.0,0.9475806451612903
11755,unresolved,j,2820.0,0.9483870967741935
11765,uncanny,j,2819.0,0.9491935483870968
11775,brew,n,2815.0,0.95
11785,penalize,v,2811.0,0.9508064516129032
11795,re-establish,v,2807.0,0.9516129032258064
11805,visitation,n,2805.0,0.9524193548387097
11815,unconditional,j,2800.0,0.9532258064516129
11825,torrent,n,2797.0,0.9540322580645161
11835,imam,n,2791.0,0.9548387096774194
11845,defective,j,2789.0,0.9556451612903226
11855,manslaughter,n,2787.0,0.9564516129032258
11865,amazement,n,2782.0,0.9572580645161289
11875,crossover,n,2776.0,0.9580645161290323
11885,commons,n,2773.0,0.9588709677419355
11895,zipper,n,2770.0,0.9596774193548386
11905,umpire,n,2767.0,0.960483870967742
11915,identifiable,j,2764.0,0.9612903225806452
11925,markedly,r,2760.0,0.9620967741935483
11935,anew,r,2758.0,0.9629032258064516
11945,smug,j,2754.0,0.9637096774193549
11955,grand,n,2750.0,0.964516129032258
11965,quarterly,n,2747.0,0.9653225806451613
11975,professionalism,n,2743.0,0.9661290322580646
11985,prenatal,j,2736.0,0.9669354838709677
11995,excess,i,2731.0,0.967741935483871
12005,braille,n,2727.0,0.9685483870967742
12015,dock,v,2721.0,0.9693548387096774
12025,absurdity,n,2718.0,0.9701612903225807
12035,optimum,j,2715.0,0.9709677419354839
12045,brittle,j,2712.0,0.9717741935483871
12055,factor,v,2710.0,0.9725806451612904
12065,revere,v,2704.0,0.9733870967741935
12075,co-star,n,2700.0,0.9741935483870967
12085,ignition,n,2695.0,0.9750000000000001
12095,bookshelf,n,2690.0,0.9758064516129032
12105,downfall,n,2687.0,0.9766129032258064
12115,afterlife,n,2683.0,0.9774193548387098
12125,geology,n,2681.0,0.978225806451613
12135,folding,j,2676.0,0.9790322580645161
12145,ram,v,2672.0,0.9798387096774193
12155,rooster,n,2670.0,0.9806451612903226
12165,victorious,j,2666.0,0.9814516129032258
12175,stiffen,v,2660.0,0.982258064516129
12185,theorize,v,2656.0,0.9830645161290323
12195,parade,v,2654.0,0.9838709677419355
12205,crony,n,2651.0,0.9846774193548387
12215,all-american,j,2648.0,0.9854838709677418
12225,default,v,2644.0,0.9862903225806452
12235,birdie,n,2640.0,0.9870967741935484
12245,tendon,n,2635.0,0.9879032258064515
12255,reconnect,v,2632.0,0.9887096774193549
12265,caricature,n,2628.0,0.989516129032258
12275,resurgence,n,2622.0,0.9903225806451612
12285,plugin,n,2620.0,0.9911290322580645
12295,wink,n,2616.0,0.9919354838709677
12305,digest,n,2613.0,0.9927419354838709
12315,ploy,n,2608.0,0.9935483870967742
12325,destabilize,v,2604.0,0.9943548387096774
12335,overreact,v,2598.0,0.9951612903225806
12345,swell,n,2596.0,0.9959677419354839
12355,stairwell,n,2592.0,0.996774193548387
12365,overtime,r,2589.0,0.9975806451612903
12375,plutonium,n,2582.0,0.9983870967741936
12385,cradle,v,2578.0,0.9991935483870967
12395,concealed,j,2574.0,1.0
12405,wrench,v,2570.0,1.0008064516129032
12415,maxim,n,2565.0,1.0016129032258063
12425,czar,n,2561.0,1.0024193548387097
12435,illegitimate,j,2559.0,1.0032258064516129
12445,parchment,n,2554.0,1.004032258064516
12455,videotape,v,2550.0,1.0048387096774194
12465,undefeated,j,2547.0,1.0056451612903226
12475,save,n,2543.0,1.0064516129032257
12485,pitfall,n,2538.0,1.007258064516129
12495,sentencing,j,2535.0,1.0080645161290323
12505,wrench,n,2532.0,1.0088709677419354
12515,tilt,n,2529.0,1.0096774193548388
12525,iris,n,2526.0,1.010483870967742
12535,amazon,n,2522.0,1.011290322580645
12545,video,v,2519.0,1.0120967741935485
12555,racing,j,2515.0,1.0129032258064516
12565,predicted,j,2511.0,1.0137096774193548
12575,adjustable,j,2506.0,1.0145161290322582
12585,onslaught,n,2504.0,1.0153225806451613
12595,gleam,v,2500.0,1.0161290322580645
12605,prognosis,n,2496.0,1.0169354838709679
12615,payback,n,2491.0,1.017741935483871
12625,spaniard,n,2488.0,1.0185483870967742
12635,jihadist,n,2482.0,1.0193548387096774
12645,empirically,r,2480.0,1.0201612903225807
12655,sentencing,n,2471.0,1.020967741935484
12665,unimaginable,j,2467.0,1.021774193548387
12675,legitimately,r,2462.0,1.0225806451612904
12685,plurality,n,2456.0,1.0233870967741936
12695,time-out,n,2453.0,1.0241935483870968
12705,polio,n,2450.0,1.025
12715,conformity,n,2449.0,1.0258064516129033
12725,rearview,j,2446.0,1.0266129032258065
12735,intertwine,v,2444.0,1.0274193548387096
12745,mahogany,n,2441.0,1.028225806451613
12755,shabby,j,2438.0,1.0290322580645161
12765,cardboard,n,2433.0,1.0298387096774193
12775,bungalow,n,2429.0,1.0306451612903225
12785,unification,n,2425.0,1.0314516129032258
12795,citizenry,n,2423.0,1.032258064516129
12805,nonprofit,n,2421.0,1.0330645161290322
12815,preparedness,n,2419.0,1.0338709677419355
12825,opium,n,2416.0,1.0346774193548387
12835,meticulous,j,2410.0,1.0354838709677419
12845,eggplant,n,2406.0,1.036290322580645
12855,inlet,n,2403.0,1.0370967741935484
12865,listed,j,2399.0,1.0379032258064516
12875,hereby,r,2397.0,1.0387096774193547
12885,sovereign,n,2394.0,1.039516129032258
12895,nonlinear,j,2389.0,1.0403225806451613
12905,wasteful,j,2384.0,1.0411290322580644
12915,ax,n,2379.0,1.0419354838709678
12925,stillness,n,2376.0,1.042741935483871
12935,mustang,n,2372.0,1.043548387096774
12945,attrition,n,2371.0,1.0443548387096775
12955,two-day,j,2365.0,1.0451612903225806
12965,nation-state,n,2362.0,1.0459677419354838
12975,gratification,n,2357.0,1.0467741935483872
12985,timid,j,2353.0,1.0475806451612903
12995,asking,n,2350.0,1.0483870967741935
13005,reputable,j,2348.0,1.0491935483870969
13015,ordain,v,2344.0,1.05
13025,glisten,v,2341.0,1.0508064516129032
13035,taut,j,2336.0,1.0516129032258066
13045,front,v,2331.0,1.0524193548387097
13055,malware,n,2327.0,1.053225806451613
13065,nickname,v,2324.0,1.0540322580645163
13075,durability,n,2320.0,1.0548387096774194
13085,waterproof,j,2315.0,1.0556451612903226
13095,dwindle,v,2310.0,1.056451612903226
13105,teddy,n,2306.0,1.0572580645161291
13115,pang,n,2304.0,1.0580645161290323
13125,unnecessarily,r,2301.0,1.0588709677419355
13135,wad,n,2299.0,1.0596774193548388
13145,distraught,j,2294.0,1.060483870967742
13155,underworld,n,2290.0,1.0612903225806452
13165,subprime,j,2286.0,1.0620967741935485
13175,bait,v,2282.0,1.0629032258064517
13185,grace,v,2279.0,1.0637096774193548
13195,buggy,n,2277.0,1.064516129032258
13205,ace,j,2275.0,1.0653225806451614
13215,birthplace,n,2272.0,1.0661290322580645
13225,rebuttal,n,2267.0,1.0669354838709677
13235,pursuit,i,2264.0,1.067741935483871
13245,clerical,j,2262.0,1.0685483870967742
13255,syndicate,n,2260.0,1.0693548387096774
13265,accentuate,v,2259.0,1.0701612903225806
13275,condominium,n,2255.0,1.070967741935484
13285,elitist,j,2251.0,1.071774193548387
13295,logistical,j,2249.0,1.0725806451612903
13305,forsake,v,2244.0,1.0733870967741936
13315,stranded,j,2240.0,1.0741935483870968
13325,unsuccessfully,r,2237.0,1.075
13335,magnolia,n,2234.0,1.0758064516129031
13345,secretary-general,n,2229.0,1.0766129032258065
13355,crispy,j,2226.0,1.0774193548387097
13365,re-examine,v,2223.0,1.0782258064516128
13375,purposeful,j,2220.0,1.0790322580645162
13385,spin-off,n,2217.0,1.0798387096774194
13395,syndicated,j,2214.0,1.0806451612903225
13405,allure,n,2211.0,1.0814516129032257
13415,theorem,n,2208.0,1.082258064516129
13425,sporadic,j,2206.0,1.0830645161290322
13435,formality,n,2201.0,1.0838709677419354
13445,rafter,n,2199.0,1.0846774193548387
13455,deficient,j,2197.0,1.085483870967742
13465,regal,j,2195.0,1.086290322580645
13475,resin,n,2193.0,1.0870967741935482
13485,honk,v,2190.0,1.0879032258064516
13495,unlucky,j,2186.0,1.0887096774193548
13505,cheekbone,n,2183.0,1.089516129032258
13515,posterior,j,2180.0,1.0903225806451613
13525,fennel,n,2179.0,1.0911290322580645
13535,semantics,n,2175.0,1.0919354838709676
13545,conversational,j,2172.0,1.092741935483871
13555,doubtless,r,2167.0,1.0935483870967742
13565,unbiased,j,2164.0,1.0943548387096773
13575,tripod,n,2160.0,1.0951612903225807
13585,invalid,j,2157.0,1.0959677419354839
13595,rummage,v,2153.0,1.096774193548387
13605,dependent,n,2150.0,1.0975806451612904
13615,ratification,n,2146.0,1.0983870967741935
13625,personalize,v,2144.0,1.0991935483870967
13635,pouring,j,2141.0,1.1
13645,lengthen,v,2138.0,1.1008064516129032
13655,swirl,n,2134.0,1.1016129032258064
13665,honored,j,2132.0,1.1024193548387098
13675,fractured,j,2130.0,1.103225806451613
13685,rescuer,n,2126.0,1.104032258064516
13695,peruvian,j,2124.0,1.1048387096774195
13705,case,v,2122.0,1.1056451612903226
13715,traffic,v,2119.0,1.1064516129032258
13725,inward,r,2114.0,1.1072580645161292
13735,rendezvous,n,2112.0,1.1080645161290323
13745,galley,n,2110.0,1.1088709677419355
13755,compulsive,j,2107.0,1.1096774193548387
13765,impossibly,r,2102.0,1.110483870967742
13775,refill,v,2098.0,1.1112903225806452
13785,misinterpret,v,2097.0,1.1120967741935484
13795,technologically,r,2091.0,1.1129032258064517
13805,nonverbal,j,2088.0,1.113709677419355
13815,deteriorating,j,2085.0,1.114516129032258
13825,caramel,n,2082.0,1.1153225806451612
13835,crippling,j,2079.0,1.1161290322580646
13845,filler,n,2076.0,1.1169354838709677
13855,bombard,v,2074.0,1.117741935483871
13865,troll,v,2070.0,1.1185483870967743
13875,detriment,n,2067.0,1.1193548387096774
13885,meticulously,r,2064.0,1.1201612903225806
13895,mesmerize,v,2063.0,1.1209677419354838
13905,corner,v,2059.0,1.1217741935483871
13915,wishful,j,2056.0,1.1225806451612903
13925,much-needed,j,2052.0,1.1233870967741935
13935,scoot,v,2049.0,1.1241935483870968
13945,prick,v,2045.0,1.125
13955,inadequacy,n,2042.0,1.1258064516129032
13965,regularity,n,2039.0,1.1266129032258063
13975,comfy,j,2035.0,1.1274193548387097
13985,cola,n,2032.0,1.1282258064516129
13995,cartoonist,n,2030.0,1.129032258064516
14005,pap,n,2028.0,1.1298387096774194
14015,dreaded,j,2026.0,1.1306451612903226
14025,showroom,n,2024.0,1.1314516129032257
14035,saturation,n,2021.0,1.132258064516129
14045,tulip,n,2020.0,1.1330645161290323
14055,stow,v,2018.0,1.1338709677419354
14065,reckoning,n,2016.0,1.1346774193548388
14075,redevelopment,n,2013.0,1.135483870967742
14085,switching,j,2011.0,1.136290322580645
14095,meatball,n,2008.0,1.1370967741935485
14105,celtic,j,2007.0,1.1379032258064516
14115,misstep,n,2004.0,1.1387096774193548
14125,simulator,n,2002.0,1.1395161290322582
14135,cocky,j,2000.0,1.1403225806451613
14145,invincible,j,1998.0,1.1411290322580645
14155,inaction,n,1995.0,1.1419354838709679
14165,tau,n,1994.0,1.142741935483871
14175,abstain,v,1991.0,1.1435483870967742
14185,chronically,r,1988.0,1.1443548387096776
14195,sneaky,j,1985.0,1.1451612903225807
14205,piece,v,1982.0,1.145967741935484
14215,instil,v,1979.0,1.146774193548387
14225,momentous,j,1976.0,1.1475806451612904
14235,amp,n,1973.0,1.1483870967741936
14245,denominator,n,1969.0,1.1491935483870968
14255,dole,v,1967.0,1.1500000000000001
14265,enclosed,j,1964.0,1.1508064516129033
14275,toaster,n,1961.0,1.1516129032258065
14285,devalue,v,1958.0,1.1524193548387096
14295,federalist,j,1956.0,1.153225806451613
14305,crazed,j,1954.0,1.1540322580645161
14315,pretext,n,1950.0,1.1548387096774193
14325,digestion,n,1948.0,1.1556451612903227
14335,electrician,n,1947.0,1.1564516129032258
14345,inflated,j,1943.0,1.157258064516129
14355,half-dozen,m,1941.0,1.1580645161290322
14365,stalker,n,1939.0,1.1588709677419355
14375,repress,v,1936.0,1.1596774193548387
14385,floppy,j,1934.0,1.1604838709677419
14395,porter,n,1931.0,1.1612903225806452
14405,enumerate,v,1927.0,1.1620967741935484
14415,muzzle,n,1925.0,1.1629032258064516
14425,dreamy,j,1924.0,1.1637096774193547
14435,binding,n,1923.0,1.164516129032258
14445,silicone,n,1919.0,1.1653225806451613
14455,supplant,v,1916.0,1.1661290322580644
14465,passer-by,n,1914.0,1.1669354838709678
14475,habitual,j,1911.0,1.167741935483871
14485,mamma,n,1908.0,1.168548387096774
14495,figurative,j,1906.0,1.1693548387096773
14505,peacekeeper,n,1904.0,1.1701612903225806
14515,rowing,n,1901.0,1.1709677419354838
14525,propeller,n,1897.0,1.171774193548387
14535,darling,j,1895.0,1.1725806451612903
14545,cherished,j,1893.0,1.1733870967741935
14555,innumerable,j,1891.0,1.1741935483870967
14565,jubilee,n,1888.0,1.1749999999999998
14575,impasse,n,1885.0,1.1758064516129032
14585,nap,v,1880.0,1.1766129032258064
14595,flail,v,1877.0,1.1774193548387095
14605,rustle,v,1875.0,1.178225806451613
14615,padding,n,1872.0,1.179032258064516
14625,stalemate,n,1867.0,1.1798387096774192
14635,decree,v,1864.0,1.1806451612903226
14645,sportsman,n,1861.0,1.1814516129032258
14655,meningitis,n,1859.0,1.182258064516129
14665,idle,v,1854.0,1.1830645161290323
14675,orb,n,1851.0,1.1838709677419355
14685,deluxe,j,1847.0,1.1846774193548386
14695,solar,n,1845.0,1.185483870967742
14705,tattoo,v,1843.0,1.1862903225806452
14715,hitch,n,1841.0,1.1870967741935483
14725,imbue,v,1840.0,1.1879032258064517
14735,feeding,n,1837.0,1.1887096774193548
14745,observance,n,1834.0,1.189516129032258
14755,stockholder,n,1831.0,1.1903225806451614
14765,zebra,n,1829.0,1.1911290322580645
14775,unsalted,j,1825.0,1.1919354838709677
14785,privy,j,1823.0,1.192741935483871
14795,dermatologist,n,1820.0,1.1935483870967742
14805,supersede,v,1819.0,1.1943548387096774
14815,subordinate,n,1816.0,1.1951612903225808
14825,pivot,n,1814.0,1.195967741935484
14835,paradoxical,j,1812.0,1.196774193548387
14845,defuse,v,1809.0,1.1975806451612903
14855,unparalleled,j,1807.0,1.1983870967741936
14865,resurface,v,1805.0,1.1991935483870968
14875,experimenter,n,1801.0,1.2
14885,causation,n,1799.0,1.2008064516129033
14895,shank,n,1795.0,1.2016129032258065
14905,whimsical,j,1792.0,1.2024193548387097
14915,skillful,j,1791.0,1.2032258064516128
14925,archdiocese,n,1788.0,1.2040322580645162
14935,faggot,n,1787.0,1.2048387096774194
14945,denigrate,v,1785.0,1.2056451612903225
14955,filipino,j,1784.0,1.206451612903226
14965,tights,n,1781.0,1.207258064516129
14975,predispose,v,1778.0,1.2080645161290322
14985,attracting,j,1776.0,1.2088709677419354
14995,drench,v,1774.0,1.2096774193548387
15005,humanism,n,1772.0,1.210483870967742
15015,instantaneous,j,1769.0,1.211290322580645
15025,despair,v,1766.0,1.2120967741935484
15035,complacent,j,1764.0,1.2129032258064516
15045,allot,v,1762.0,1.2137096774193548
15055,cardio,n,1759.0,1.214516129032258
15065,meander,v,1757.0,1.2153225806451613
15075,yum,u,1755.0,1.2161290322580645
15085,madly,r,1754.0,1.2169354838709676
15095,conceptualization,n,1752.0,1.217741935483871
15105,moot,j,1751.0,1.2185483870967742
15115,miniseries,n,1748.0,1.2193548387096773
15125,outdo,v,1745.0,1.2201612903225807
15135,tombstone,n,1743.0,1.2209677419354839
15145,actuality,n,1742.0,1.221774193548387
15155,gran,n,1741.0,1.2225806451612904
15165,one-man,j,1738.0,1.2233870967741935
15175,all-out,j,1737.0,1.2241935483870967
15185,grit,v,1734.0,1.2254032258064516
15195,notoriety,n,1734.0,1.2254032258064516
15205,neuroscience,n,1732.0,1.2266129032258064
15215,uniformity,n,1729.0,1.2274193548387098
15225,whine,n,1726.0,1.228225806451613
15235,chateau,n,1723.0,1.229032258064516
15245,absent,v,1722.0,1.2298387096774195
15255,self-employed,j,1718.0,1.2306451612903226
15265,tabletop,n,1716.0,1.2314516129032258
15275,heron,n,1713.0,1.2322580645161292
15285,shrapnel,n,1711.0,1.2330645161290323
15295,inappropriately,r,1709.0,1.2338709677419355
15305,questioning,j,1707.0,1.2346774193548389
15315,veritable,j,1705.0,1.235483870967742
15325,babble,v,1703.0,1.2362903225806452
15335,anglican,j,1700.0,1.2370967741935484
15345,affix,v,1698.0,1.2379032258064517
15355,newt,n,1695.0,1.238709677419355
15365,federalism,n,1693.0,1.239516129032258
15375,aggregate,v,1691.0,1.2403225806451614
15385,naturalization,n,1688.0,1.2411290322580646
15395,posh,j,1686.0,1.2419354838709677
15405,sioux,j,1683.0,1.242741935483871
15415,gratifying,j,1682.0,1.2435483870967743
15425,disoriented,j,1679.0,1.2443548387096774
15435,limelight,n,1676.0,1.2451612903225806
15445,hectare,n,1673.0,1.245967741935484
15455,symptomatic,j,1671.0,1.2467741935483871
15465,enigma,n,1669.0,1.2475806451612903
15475,brazen,j,1667.0,1.2483870967741935
15485,strenuous,j,1666.0,1.2491935483870968
15495,peer-reviewed,j,1664.0,1.25
15505,one-quarter,m,1661.0,1.2508064516129034
15515,nonproliferation,n,1660.0,1.2516129032258063
15525,uphill,r,1657.0,1.2524193548387097
15535,guard,r,1654.0,1.253225806451613
15545,aristocracy,n,1653.0,1.254032258064516
15555,transformer,n,1651.0,1.2548387096774194
15565,medley,n,1649.0,1.2556451612903223
15575,somatic,j,1647.0,1.2564516129032257
15585,ornamental,j,1645.0,1.257258064516129
15595,doubling,n,1643.0,1.258064516129032
15605,freaky,j,1640.0,1.2588709677419354
15615,lap,v,1639.0,1.2596774193548388
15625,matching,n,1638.0,1.2604838709677417
15635,gripping,j,1635.0,1.261290322580645
15645,testicle,n,1633.0,1.2620967741935485
15655,whatnot,n,1630.0,1.2629032258064514
15665,clustering,n,1628.0,1.2637096774193548
15675,alternating,j,1626.0,1.2645161290322582
15685,infiltration,n,1624.0,1.2653225806451611
15695,buzzer,n,1623.0,1.2661290322580645
15705,mouthpiece,n,1621.0,1.2669354838709677
15715,dull,v,1619.0,1.2677419354838708
15725,gripe,n,1617.0,1.2685483870967742
15735,steamer,n,1616.0,1.2693548387096774
15745,franc,n,1614.0,1.2701612903225805
15755,pare,v,1613.0,1.270967741935484
15765,leaflet,n,1610.0,1.271774193548387
15775,dredge,v,1607.0,1.2725806451612902
15785,illogical,j,1604.0,1.2733870967741936
15795,conservatory,n,1603.0,1.2741935483870968
15805,fracture,v,1601.0,1.275
15815,attendant,j,1598.0,1.2758064516129033
15825,rowdy,j,1597.0,1.2766129032258065
15835,secretion,n,1595.0,1.2774193548387096
15845,underrepresented,j,1594.0,1.2782258064516128
15855,blasphemy,n,1592.0,1.2790322580645161
15865,inhuman,j,1590.0,1.2798387096774193
15875,little-known,j,1589.0,1.2806451612903225
15885,anoint,v,1586.0,1.2814516129032258
15895,secretariat,n,1584.0,1.282258064516129
15905,ultimatum,n,1582.0,1.2830645161290322
15915,hapless,j,1579.0,1.2838709677419355
15925,qur'an,n,1578.0,1.2846774193548387
15935,oddity,n,1575.0,1.2854838709677419
15945,stagger,n,1573.0,1.2862903225806452
15955,oncoming,j,1572.0,1.2870967741935484
15965,scandalous,j,1570.0,1.2879032258064516
15975,short-sighted,j,1567.0,1.288709677419355
15985,automate,v,1566.0,1.2895161290322579
15995,purification,n,1564.0,1.2903225806451613
16005,muffle,v,1563.0,1.2911290322580646
16015,stagnation,n,1561.0,1.2919354838709676
16025,diffuse,j,1560.0,1.292741935483871
16035,relativism,n,1558.0,1.2935483870967743
16045,multiracial,j,1556.0,1.2943548387096773
16055,drowning,n,1555.0,1.2951612903225806
16065,misrepresentation,n,1553.0,1.295967741935484
16075,scallions,n,1551.0,1.296774193548387
16085,presumed,j,1549.0,1.2975806451612903
16095,spite,n,1548.0,1.2983870967741937
16105,chirp,v,1546.0,1.2991935483870967
16115,maroon,j,1544.0,1.3
16125,rye,n,1542.0,1.3008064516129032
16135,escalator,n,1541.0,1.3016129032258064
16145,breezy,j,1539.0,1.3024193548387097
16155,optic,n,1538.0,1.303225806451613
16165,derogatory,j,1536.0,1.304032258064516
16175,kennel,n,1532.0,1.3048387096774194
16185,scalpel,n,1529.0,1.3056451612903226
16195,wart,n,1528.0,1.3064516129032258
16205,cross-border,j,1527.0,1.3072580645161291
16215,nifty,j,1525.0,1.3080645161290323
16225,over,j,1524.0,1.3088709677419355
16235,cashmere,n,1522.0,1.3096774193548388
16245,fearsome,j,1520.0,1.310483870967742
16255,polyester,n,1519.0,1.3112903225806452
16265,cadmium,n,1516.0,1.3120967741935483
16275,friar,n,1514.0,1.3129032258064517
16285,screaming,j,1513.0,1.3137096774193548
16295,lair,n,1510.0,1.314516129032258
16305,silo,n,1509.0,1.3153225806451614
16315,notch,v,1508.0,1.3161290322580645
16325,masse,r,1505.0,1.3169354838709677
16335,wayward,j,1503.0,1.317741935483871
16345,profiling,n,1500.0,1.3185483870967742
16355,macroeconomic,j,1499.0,1.3193548387096774
16365,nervousness,n,1496.0,1.3201612903225808
16375,father,v,1495.0,1.320967741935484
16385,choreograph,v,1494.0,1.321774193548387
16395,siphon,v,1492.0,1.3225806451612905
16405,win-win,j,1491.0,1.3233870967741934
16415,practise,v,1489.0,1.3241935483870968
16425,gingerbread,n,1488.0,1.3250000000000002
16435,bathrobe,n,1487.0,1.3258064516129031
16445,prepaid,j,1485.0,1.3266129032258065
16455,concoction,n,1484.0,1.3274193548387099
16465,breakfast,v,1482.0,1.3282258064516128
16475,headquarter,v,1480.0,1.3290322580645162
16485,synopsis,n,1478.0,1.3298387096774196
16495,wiki,n,1476.0,1.3306451612903225
16505,tycoon,n,1475.0,1.331451612903226
16515,abject,j,1472.0,1.3322580645161293
16525,scot,n,1471.0,1.3330645161290322
16535,dissection,n,1470.0,1.3338709677419356
16545,violinist,n,1468.0,1.3346774193548385
16555,roi,n,1466.0,1.335483870967742
16565,impassioned,j,1465.0,1.3362903225806453
16575,whisky,n,1462.0,1.3370967741935482
16585,vouch,v,1461.0,1.3379032258064516
16595,re-entry,n,1460.0,1.338709677419355
16605,prowl,v,1459.0,1.339516129032258
16615,mug,v,1457.0,1.3403225806451613
16625,errant,j,1455.0,1.3411290322580647
16635,turquoise,j,1454.0,1.3419354838709676
16645,geothermal,j,1451.0,1.342741935483871
16655,site,v,1449.0,1.3435483870967744
16665,underpinning,n,1448.0,1.3443548387096773
16675,foreshadow,v,1446.0,1.3451612903225807
16685,consequent,j,1445.0,1.3459677419354836
16695,lonesome,j,1443.0,1.346774193548387
16705,caviar,n,1441.0,1.3475806451612904
16715,constitutionality,n,1439.0,1.3483870967741933
16725,altercation,n,1437.0,1.3491935483870967
16735,semi-automatic,j,1435.0,1.35
16745,non-native,j,1434.0,1.350806451612903
16755,saber,n,1432.0,1.352016129032258
16765,distal,j,1432.0,1.352016129032258
16775,molasses,n,1430.0,1.3532258064516127
16785,triplet,n,1429.0,1.354032258064516
16795,decaying,j,1427.0,1.3548387096774195
16805,deep-water,j,1426.0,1.3556451612903224
16815,wow,v,1423.0,1.3564516129032258
16825,consul,n,1422.0,1.357258064516129
16835,leisurely,j,1420.0,1.3580645161290321
16845,unfriendly,j,1418.0,1.3588709677419355
16855,summons,n,1416.0,1.3596774193548387
16865,knitting,n,1415.0,1.3604838709677418
16875,contraceptive,j,1414.0,1.3612903225806452
16885,intifada,n,1412.0,1.3620967741935484
16895,illustrative,j,1411.0,1.3629032258064515
16905,awning,n,1410.0,1.363709677419355
16915,apprehensive,j,1409.0,1.364516129032258
16925,stub,n,1407.0,1.3653225806451612
16935,caseload,n,1406.0,1.3661290322580646
16945,subconscious,n,1404.0,1.3669354838709677
16955,acceptability,n,1401.0,1.367741935483871
16965,interrelated,j,1399.0,1.368548387096774
16975,jaded,j,1398.0,1.3693548387096774
16985,gape,v,1396.0,1.3701612903225806
16995,quadruple,v,1395.0,1.3709677419354838
17005,supplementation,n,1394.0,1.3717741935483871
17015,grease,v,1393.0,1.3725806451612903
17025,orphaned,j,1391.0,1.3733870967741935
17035,superimpose,v,1389.0,1.3741935483870968
17045,reprehensible,j,1387.0,1.375
17055,forbidding,j,1386.0,1.3758064516129032
17065,gloss,v,1384.0,1.3766129032258065
17075,ethereal,j,1383.0,1.3774193548387097
17085,snob,n,1381.0,1.3782258064516129
17095,defraud,v,1379.0,1.3790322580645162
17105,hegemonic,j,1377.0,1.3798387096774192
17115,repertory,n,1376.0,1.3806451612903226
17125,additive,n,1375.0,1.381451612903226
17135,affiliated,j,1373.0,1.3822580645161289
17145,crashing,j,1371.0,1.3830645161290323
17155,kink,n,1370.0,1.3838709677419356
17165,sleigh,n,1369.0,1.3846774193548386
17175,gauze,n,1367.0,1.385483870967742
17185,extrinsic,j,1365.0,1.3862903225806453
17195,standby,n,1363.0,1.3870967741935483
17205,prequel,n,1362.0,1.3879032258064516
17215,quarrel,v,1360.0,1.388709677419355
17225,neocon,n,1357.0,1.389516129032258
17235,recast,v,1355.0,1.3903225806451613
17245,holocaust,n,1353.0,1.3911290322580645
17255,mosaic,j,1350.0,1.3919354838709677
17265,insurrection,n,1349.0,1.392741935483871
17275,meld,v,1348.0,1.3935483870967742
17285,abiding,j,1346.0,1.3943548387096774
17295,long-awaited,j,1345.0,1.3951612903225807
17305,psych,v,1343.0,1.395967741935484
